Country,Happiness_rank,Happiness_score,GDP_per_capita,Social_support,Life_expectancy,Freedom,Generosity,Corruption,Year,id,gdp_norm,social_norm,life_norm,free_norm,gen_norm,corruption_norm,Country_bias
Finland,1,7.8087,10.6393,0.9543,71.9008,0.9492,-0.0595,0.1954,2020,246,3.658,-0.077,5.51,1.01,-1.331,-0.132,-6.588
Finland,1,7.769,1.34,1.587,0.986,0.596,0.153,0.393,2019,246,-0.413,0.534,-0.911,0.262,-0.149,0.745,7.656
Finland,1,7.632,1.305,1.592,0.874,0.681,0.202,0.393,2018,246,-0.429,0.539,-0.921,0.442,0.124,0.745,6.799
Finland,6,7.406,1.2902,1.3183,0.8891,0.6417,0.2335,0.4137,2015,246,-0.435,0.274,-0.919,0.359,0.299,0.837,6.714
Finland,5,7.413,1.406,1.1346,0.8109,0.571,0.2549,0.41,2016,246,-0.384,0.097,-0.927,0.209,0.418,0.821,7.023
Finland,5,7.469,1.4436,1.5402,0.8092,0.618,0.2455,0.3826,2017,246,-0.368,0.489,-0.927,0.309,0.366,0.699,6.522
Denmark,2,7.6456,10.774,0.956,72.4025,0.9514,0.0662,0.1685,2020,208,3.717,-0.076,5.556,1.015,-0.632,-0.252,-7.901
Denmark,2,7.6,1.383,1.573,0.996,0.592,0.252,0.41,2019,208,-0.395,0.521,-0.91,0.254,0.402,0.821,6.445
Denmark,3,7.555,1.351,1.59,0.868,0.683,0.284,0.408,2018,208,-0.409,0.537,-0.921,0.447,0.58,0.812,5.812
Denmark,3,7.527,1.3255,1.3606,0.8746,0.6494,0.3414,0.4836,2015,208,-0.42,0.315,-0.921,0.375,0.899,1.148,5.2
Denmark,1,7.526,1.4418,1.1637,0.795,0.5794,0.3617,0.4445,2016,208,-0.369,0.125,-0.928,0.227,1.012,0.974,5.791
Denmark,2,7.522,1.4824,1.5511,0.7926,0.626,0.3553,0.4008,2017,208,-0.351,0.499,-0.928,0.326,0.976,0.78,5.352
Switzerland,3,7.5599,10.9799,0.9428,74.1024,0.9213,0.1059,0.3037,2020,756,3.807,-0.089,5.71,0.951,-0.411,0.349,-9.635
Switzerland,6,7.48,1.452,1.526,1.052,0.572,0.263,0.343,2019,756,-0.364,0.475,-0.905,0.212,0.463,0.523,6.807
Switzerland,5,7.487,1.42,1.549,0.927,0.66,0.256,0.357,2018,756,-0.378,0.497,-0.916,0.398,0.424,0.585,6.47
Switzerland,1,7.587,1.3965,1.3495,0.9414,0.6656,0.2968,0.4198,2015,756,-0.389,0.305,-0.915,0.41,0.651,0.864,6.044
Switzerland,2,7.509,1.5273,1.1452,0.863,0.5856,0.2808,0.412,2016,756,-0.331,0.107,-0.922,0.24,0.562,0.83,6.699
Switzerland,4,7.494,1.565,1.5169,0.8581,0.6201,0.2905,0.367,2017,756,-0.315,0.466,-0.922,0.313,0.616,0.63,6.181
Iceland,4,7.5045,10.7726,0.9747,73.0,0.9489,0.2469,0.7117,2020,352,3.716,-0.058,5.61,1.01,0.373,2.161,-13.849
Iceland,4,7.494,1.38,1.624,1.026,0.591,0.354,0.118,2019,352,-0.396,0.57,-0.907,0.252,0.969,-0.476,7.474
Iceland,4,7.495,1.343,1.644,0.914,0.677,0.353,0.138,2018,352,-0.412,0.589,-0.917,0.434,0.964,-0.387,7.043
Iceland,2,7.561,1.3023,1.4022,0.9478,0.6288,0.4363,0.1414,2015,352,-0.43,0.356,-0.914,0.332,1.427,-0.372,6.896
Iceland,3,7.501,1.4267,1.1833,0.8673,0.5662,0.4768,0.1498,2016,352,-0.375,0.144,-0.921,0.199,1.652,-0.335,6.894
Iceland,3,7.504,1.4806,1.6106,0.8336,0.6272,0.4755,0.1535,2017,352,-0.352,0.557,-0.925,0.328,1.645,-0.318,5.946
Norway,5,7.488,11.0878,0.9525,73.2008,0.9558,0.1345,0.2632,2020,578,3.854,-0.079,5.628,1.024,-0.252,0.169,-9.752
Norway,3,7.554,1.488,1.582,1.028,0.603,0.271,0.341,2019,578,-0.349,0.529,-0.907,0.277,0.507,0.514,6.602
Norway,2,7.594,1.456,1.582,0.861,0.686,0.286,0.34,2018,578,-0.363,0.529,-0.922,0.453,0.591,0.51,6.264
Norway,4,7.522,1.459,1.331,0.8852,0.6697,0.347,0.365,2015,578,-0.361,0.287,-0.92,0.418,0.93,0.621,5.897
Norway,4,7.498,1.5774,1.1269,0.7958,0.5961,0.379,0.3578,2016,578,-0.309,0.089,-0.928,0.263,1.108,0.589,6.145
Norway,1,7.537,1.6165,1.5335,0.7967,0.6354,0.362,0.316,2017,578,-0.292,0.482,-0.928,0.346,1.014,0.403,5.829
Netherlands,6,7.4489,10.8127,0.9391,72.3009,0.9085,0.2076,0.3647,2020,528,3.734,-0.092,5.546,0.924,0.155,0.62,-10.696
Netherlands,5,7.488,1.396,1.522,0.999,0.557,0.322,0.298,2019,528,-0.389,0.471,-0.91,0.18,0.791,0.323,6.711
Netherlands,6,7.441,1.361,1.488,0.878,0.638,0.333,0.295,2018,528,-0.404,0.438,-0.921,0.351,0.852,0.31,6.398
Netherlands,7,7.378,1.3294,1.2802,0.8928,0.6158,0.4761,0.3181,2015,528,-0.418,0.238,-0.919,0.304,1.648,0.413,5.268
Netherlands,7,7.339,1.4647,1.0291,0.8123,0.5521,0.4742,0.2993,2016,528,-0.359,-0.005,-0.926,0.169,1.638,0.329,5.929
Netherlands,6,7.377,1.5039,1.4289,0.8107,0.5854,0.4705,0.2827,2017,528,-0.342,0.381,-0.927,0.24,1.617,0.256,5.335
Sweden,7,7.3535,10.7588,0.9263,72.6008,0.9391,0.1116,0.2509,2020,752,3.71,-0.105,5.574,0.989,-0.379,0.114,-9.152
Sweden,7,7.343,1.387,1.487,1.009,0.574,0.267,0.373,2019,752,-0.393,0.437,-0.909,0.216,0.485,0.657,6.521
Sweden,9,7.314,1.355,1.501,0.913,0.659,0.285,0.383,2018,752,-0.407,0.451,-0.917,0.396,0.585,0.701,5.966
Sweden,8,7.364,1.3317,1.2891,0.9109,0.6598,0.3626,0.4384,2015,752,-0.417,0.246,-0.918,0.398,1.017,0.947,5.242
Sweden,10,7.291,1.4518,1.0876,0.8312,0.5822,0.3825,0.4087,2016,752,-0.364,0.051,-0.925,0.233,1.128,0.815,5.728
Sweden,9,7.284,1.4944,1.4782,0.8309,0.6129,0.3854,0.3844,2017,752,-0.346,0.429,-0.925,0.298,1.144,0.707,5.106
New Zealand,8,7.2996,10.5009,0.9491,73.2026,0.9362,0.1916,0.2211,2020,554,3.597,-0.082,5.628,0.983,0.066,-0.018,-9.657
New Zealand,8,7.307,1.303,1.557,1.026,0.585,0.33,0.38,2019,554,-0.43,0.505,-0.907,0.239,0.836,0.688,5.755
New Zealand,8,7.324,1.268,1.601,0.876,0.669,0.365,0.389,2018,554,-0.445,0.548,-0.921,0.417,1.03,0.728,5.062
New Zealand,9,7.286,1.2502,1.3197,0.9084,0.6394,0.475,0.4292,2015,554,-0.453,0.276,-0.918,0.354,1.642,0.906,4.274
New Zealand,8,7.334,1.3607,1.1728,0.831,0.5815,0.494,0.419,2016,554,-0.404,0.134,-0.925,0.232,1.748,0.861,4.591
New Zealand,8,7.314,1.4057,1.5482,0.8168,0.6141,0.5,0.3828,2017,554,-0.385,0.497,-0.926,0.301,1.781,0.7,4.034
Austria,9,7.2942,10.7428,0.928,73.0025,0.9,0.0854,0.5,2020,40,3.703,-0.103,5.61,0.906,-0.525,1.221,-10.726
Austria,10,7.246,1.376,1.475,1.016,0.532,0.244,0.226,2019,40,-0.398,0.426,-0.908,0.127,0.357,0.004,7.899
Austria,12,7.139,1.341,1.504,0.891,0.617,0.242,0.224,2018,40,-0.413,0.454,-0.919,0.307,0.346,-0.005,7.522
Austria,13,7.2,1.3372,1.297,0.8904,0.6243,0.3309,0.1868,2015,40,-0.415,0.254,-0.919,0.322,0.841,-0.17,7.345
Austria,12,7.119,1.4504,1.0838,0.8056,0.5436,0.3286,0.2135,2016,40,-0.365,0.048,-0.927,0.151,0.828,-0.052,7.647
Austria,13,7.006,1.4871,1.4599,0.8153,0.5678,0.3165,0.2211,2017,40,-0.349,0.411,-0.926,0.203,0.761,-0.018,6.869
Luxembourg,10,7.2375,11.4507,0.9069,72.6,0.9056,-0.0046,0.3671,2020,442,4.013,-0.123,5.574,0.918,-1.026,0.63,-9.406
Luxembourg,14,7.09,1.609,1.479,1.012,0.526,0.194,0.316,2019,442,-0.296,0.43,-0.908,0.114,0.079,0.403,7.387
Luxembourg,17,6.91,1.576,1.52,0.896,0.632,0.196,0.321,2018,442,-0.31,0.469,-0.919,0.339,0.09,0.426,6.752
Luxembourg,17,6.946,1.5639,1.2196,0.9189,0.6158,0.2803,0.378,2015,442,-0.315,0.179,-0.917,0.304,0.559,0.679,6.131
Luxembourg,20,6.871,1.6975,1.04,0.8454,0.5487,0.2757,0.3533,2016,442,-0.257,0.005,-0.923,0.162,0.534,0.569,6.721
Luxembourg,18,6.863,1.7419,1.4576,0.8451,0.5966,0.2832,0.3188,2017,442,-0.237,0.409,-0.923,0.264,0.575,0.416,6.023
Canada,11,7.2321,10.6924,0.9272,73.6016,0.9339,0.1248,0.3908,2020,124,3.681,-0.104,5.664,0.978,-0.306,0.736,-10.516
Canada,9,7.278,1.365,1.505,1.039,0.584,0.285,0.308,2019,124,-0.402,0.455,-0.906,0.237,0.585,0.368,6.716
Canada,7,7.328,1.33,1.532,0.896,0.653,0.321,0.291,2018,124,-0.418,0.481,-0.919,0.383,0.786,0.292,6.32
Canada,5,7.427,1.3263,1.3226,0.9056,0.633,0.4581,0.3296,2015,124,-0.419,0.279,-0.918,0.341,1.548,0.464,5.269
Canada,6,7.404,1.4402,1.0961,0.8276,0.5737,0.4483,0.3133,2016,124,-0.369,0.06,-0.925,0.215,1.494,0.391,5.961
Canada,7,7.316,1.4792,1.4813,0.8346,0.6111,0.4355,0.2874,2017,124,-0.352,0.432,-0.924,0.294,1.423,0.276,5.401
Australia,12,7.2228,10.7206,0.9449,73.6045,0.9154,0.1905,0.4152,2020,36,3.694,-0.087,5.664,0.939,0.06,0.844,-11.301
Australia,11,7.228,1.372,1.548,1.036,0.557,0.332,0.29,2019,36,-0.399,0.496,-0.906,0.18,0.847,0.288,6.385
Australia,10,7.272,1.34,1.573,0.91,0.647,0.361,0.302,2018,36,-0.413,0.521,-0.918,0.37,1.008,0.341,5.757
Australia,10,7.284,1.3336,1.3092,0.9316,0.6512,0.4356,0.3564,2015,36,-0.416,0.266,-0.916,0.379,1.423,0.583,5.086
Australia,9,7.313,1.4444,1.1048,0.8512,0.5684,0.4741,0.3233,2016,36,-0.368,0.068,-0.923,0.204,1.637,0.436,5.556
Australia,10,7.284,1.4844,1.51,0.8439,0.6016,0.4777,0.3012,2017,36,-0.35,0.46,-0.924,0.274,1.657,0.338,4.859
United Kingdom,13,7.1645,10.6001,0.9367,72.3016,0.8347,0.2637,0.4359,2020,826,3.641,-0.094,5.547,0.768,0.467,0.936,-11.611
United Kingdom,15,7.054,1.333,1.538,0.996,0.45,0.348,0.278,2019,826,-0.416,0.487,-0.91,-0.047,0.936,0.235,6.579
United Kingdom,11,7.19,1.244,1.433,0.888,0.464,0.262,0.082,2018,826,-0.455,0.385,-0.92,-0.017,0.457,-0.636,9.167
United Kingdom,21,6.867,1.2664,1.2855,0.9094,0.5962,0.5191,0.3207,2015,826,-0.446,0.243,-0.918,0.263,1.888,0.424,4.444
United Kingdom,23,6.725,1.4028,1.0867,0.8099,0.5004,0.5016,0.274,2016,826,-0.386,0.051,-0.927,0.06,1.79,0.217,5.383
United Kingdom,19,6.714,1.4416,1.4965,0.8053,0.5082,0.4928,0.2654,2017,826,-0.369,0.447,-0.927,0.076,1.741,0.179,4.802
Israel,14,7.1286,10.4175,0.9136,73.2003,0.7476,0.1026,0.7809,2020,376,3.561,-0.117,5.628,0.583,-0.429,2.468,-12.361
Israel,13,7.139,1.276,1.455,1.029,0.371,0.261,0.082,2019,376,-0.441,0.407,-0.907,-0.214,0.452,-0.636,9.371
Israel,19,6.814,1.301,1.559,0.883,0.533,0.354,0.272,2018,376,-0.43,0.507,-0.92,0.129,0.969,0.208,6.042
Israel,11,7.278,1.2286,1.2239,0.9139,0.4132,0.3317,0.0778,2015,376,-0.462,0.183,-0.917,-0.125,0.845,-0.654,9.161
Israel,11,7.267,1.3377,0.9954,0.8492,0.3643,0.3229,0.0873,2016,376,-0.414,-0.038,-0.923,-0.228,0.796,-0.612,9.632
Israel,11,7.213,1.3754,1.3763,0.8384,0.406,0.3301,0.0852,2017,376,-0.398,0.33,-0.924,-0.14,0.836,-0.622,8.743
Costa Rica,15,7.1214,9.6582,0.9015,71.2999,0.9347,-0.1024,0.7863,2020,188,3.228,-0.129,5.456,0.98,-1.57,2.492,-10.307
Costa Rica,12,7.167,1.034,1.441,0.963,0.558,0.144,0.093,2019,188,-0.547,0.393,-0.913,0.182,-0.199,-0.587,9.952
Costa Rica,13,7.072,1.01,1.459,0.817,0.632,0.143,0.101,2018,188,-0.558,0.41,-0.926,0.339,-0.205,-0.551,9.557
Costa Rica,12,7.226,0.9558,1.2379,0.8603,0.6338,0.255,0.1058,2015,188,-0.582,0.197,-0.922,0.342,0.418,-0.53,9.021
Costa Rica,14,7.087,1.0688,1.0215,0.7615,0.5522,0.2255,0.1055,2016,188,-0.532,-0.013,-0.931,0.17,0.254,-0.531,9.725
Costa Rica,12,7.079,1.1097,1.4164,0.7595,0.5801,0.2146,0.1001,2017,188,-0.514,0.369,-0.931,0.229,0.194,-0.555,9.092
Ireland,16,7.0937,11.161,0.9421,72.3008,0.887,0.1458,0.3572,2020,372,3.886,-0.089,5.546,0.879,-0.189,0.586,-10.605
Ireland,16,7.021,1.499,1.553,0.999,0.516,0.298,0.31,2019,372,-0.344,0.501,-0.91,0.093,0.658,0.377,6.396
Ireland,14,6.977,1.448,1.583,0.876,0.614,0.307,0.306,2018,372,-0.366,0.53,-0.921,0.301,0.708,0.359,5.959
Ireland,18,6.94,1.336,1.3695,0.8953,0.6178,0.459,0.287,2015,372,-0.415,0.324,-0.919,0.309,1.553,0.275,5.062
Ireland,19,6.907,1.4834,1.1616,0.8146,0.5401,0.4496,0.2975,2016,372,-0.351,0.123,-0.926,0.144,1.501,0.321,5.554
Ireland,15,6.977,1.5357,1.5582,0.8098,0.5731,0.4279,0.2984,2017,372,-0.328,0.506,-0.927,0.214,1.38,0.325,5.027
Germany,17,7.0758,10.7328,0.8989,72.202,0.8674,0.0802,0.4564,2020,276,3.699,-0.131,5.537,0.837,-0.554,1.027,-10.283
Germany,17,6.985,1.373,1.454,0.987,0.495,0.261,0.265,2019,276,-0.399,0.406,-0.911,0.048,0.452,0.177,7.363
Germany,15,6.965,1.34,1.474,0.861,0.586,0.273,0.28,2018,276,-0.413,0.425,-0.922,0.241,0.519,0.244,6.808
Germany,26,6.75,1.3279,1.2994,0.8919,0.6148,0.2821,0.2184,2015,276,-0.419,0.256,-0.919,0.302,0.569,-0.03,7.152
Germany,16,6.994,1.4479,1.0977,0.8149,0.5347,0.3045,0.2855,2016,276,-0.366,0.061,-0.926,0.133,0.694,0.268,7.221
Germany,16,6.951,1.4879,1.4725,0.799,0.5625,0.3363,0.2767,2017,276,-0.349,0.423,-0.928,0.191,0.871,0.229,6.223
United States,18,6.9396,10.9258,0.9142,68.2995,0.8426,0.1499,0.6997,2020,840,3.783,-0.116,5.184,0.785,-0.166,2.107,-12.355
United States,19,6.892,1.433,1.457,0.874,0.454,0.28,0.128,2019,840,-0.373,0.408,-0.921,-0.038,0.558,-0.432,8.222
United States,18,6.886,1.398,1.471,0.819,0.547,0.291,0.133,2018,840,-0.388,0.422,-0.926,0.159,0.619,-0.409,7.758
United States,15,7.119,1.3945,1.2471,0.8618,0.546,0.401,0.1589,2015,840,-0.389,0.206,-0.922,0.156,1.231,-0.294,7.139
United States,13,7.104,1.508,1.0478,0.779,0.4816,0.4108,0.1487,2016,840,-0.34,0.013,-0.929,0.02,1.285,-0.34,7.589
United States,14,6.993,1.5463,1.4199,0.7743,0.5057,0.3926,0.1356,2017,840,-0.323,0.373,-0.93,0.071,1.184,-0.398,7.031
Czech Republic,19,6.9109,10.4042,0.9144,70.0479,0.8185,-0.2309,0.8584,2020,203,3.555,-0.116,5.342,0.734,-2.284,2.812,-9.827
Czech Republic,20,6.852,1.269,1.487,0.92,0.457,0.046,0.036,2019,203,-0.444,0.437,-0.917,-0.032,-0.744,-0.84,11.085
Czech Republic,21,6.711,1.233,1.489,0.854,0.543,0.064,0.034,2018,203,-0.46,0.439,-0.923,0.15,-0.644,-0.849,10.523
Czech Republic,31,6.505,1.179,1.2064,0.8448,0.4636,0.1069,0.0265,2015,203,-0.484,0.166,-0.924,-0.018,-0.405,-0.882,10.75
Czech Republic,27,6.596,1.3092,1.0079,0.7638,0.4142,0.0993,0.0399,2016,203,-0.427,-0.026,-0.931,-0.123,-0.448,-0.823,11.226
Czech Republic,23,6.609,1.3527,1.4339,0.7544,0.4909,0.0881,0.0369,2017,203,-0.408,0.386,-0.932,0.04,-0.51,-0.836,10.376
Belgium,20,6.8635,10.6736,0.9116,72.0016,0.8136,-0.0787,0.6123,2020,56,3.673,-0.119,5.519,0.723,-1.438,1.719,-9.932
Belgium,18,6.923,1.356,1.504,0.986,0.473,0.16,0.21,2019,56,-0.406,0.454,-0.911,0.002,-0.11,-0.067,8.653
Belgium,16,6.927,1.324,1.483,0.894,0.583,0.188,0.24,2018,56,-0.42,0.434,-0.919,0.235,0.046,0.066,7.857
Belgium,19,6.937,1.3078,1.2857,0.8967,0.5845,0.2225,0.2254,2015,56,-0.427,0.243,-0.919,0.238,0.238,0.001,7.98
Belgium,18,6.929,1.4254,1.0525,0.8196,0.5135,0.2424,0.2625,2016,56,-0.376,0.017,-0.926,0.088,0.348,0.166,8.067
Belgium,17,6.891,1.4638,1.4623,0.8181,0.5398,0.2315,0.2513,2017,56,-0.359,0.414,-0.926,0.143,0.288,0.116,7.431
United Arab Emirates,21,6.7908,11.11,0.8492,67.0828,0.9413,0.1235,0.5945,2020,784,3.864,-0.179,5.074,0.994,-0.313,1.64,-11.676
United Arab Emirates,21,6.825,1.503,1.31,0.825,0.598,0.262,0.182,2019,784,-0.342,0.266,-0.925,0.267,0.457,-0.192,7.607
United Arab Emirates,20,6.774,2.096,0.776,0.67,0.284,0.186,,2018,784,-0.082,-0.25,-0.939,-0.398,0.035,,9.497
United Arab Emirates,20,6.901,1.4273,1.1258,0.8092,0.6416,0.2643,0.3858,2015,784,-0.375,0.088,-0.927,0.359,0.47,0.713,6.354
United Arab Emirates,28,6.573,1.5735,0.8711,0.7299,0.5622,0.2659,0.3556,2016,784,-0.311,-0.158,-0.934,0.191,0.479,0.579,6.83
United Arab Emirates,21,6.648,1.6263,1.2664,0.7268,0.6083,0.3609,0.3245,2017,784,-0.288,0.224,-0.934,0.288,1.008,0.441,5.416
Malta,22,6.7728,10.5338,0.9304,72.2,0.9249,0.215,0.6585,2020,470,3.612,-0.101,5.537,0.959,0.196,1.924,-13.439
Malta,22,6.726,1.3,1.52,0.999,0.564,0.375,0.151,2019,470,-0.431,0.469,-0.91,0.195,1.086,-0.329,6.593
Malta,22,6.627,1.27,1.525,0.884,0.645,0.376,0.142,2018,470,-0.444,0.474,-0.92,0.366,1.092,-0.369,6.295
Malta,37,6.302,1.2074,1.302,0.8872,0.6036,0.5175,0.1359,2015,470,-0.471,0.259,-0.92,0.278,1.879,-0.396,5.254
Malta,30,6.488,1.3078,1.0988,0.8032,0.5499,0.5624,0.1755,2016,470,-0.427,0.062,-0.927,0.165,2.128,-0.221,5.188
Malta,27,6.527,1.3433,1.4884,0.8219,0.5888,0.5747,0.1531,2017,470,-0.412,0.439,-0.926,0.247,2.197,-0.32,4.485
France,23,6.6638,10.5842,0.9371,73.8019,0.8255,-0.1306,0.5835,2020,250,3.634,-0.094,5.682,0.748,-1.726,1.591,-9.728
France,24,6.592,1.324,1.472,1.045,0.436,0.111,0.183,2019,250,-0.42,0.423,-0.905,-0.077,-0.383,-0.187,9.174
France,23,6.489,1.293,1.466,0.908,0.52,0.098,0.176,2018,250,-0.434,0.417,-0.918,0.101,-0.455,-0.218,9.001
France,29,6.575,1.2778,1.2604,0.9458,0.5501,0.1233,0.2065,2015,250,-0.441,0.218,-0.914,0.165,-0.314,-0.083,8.857
France,32,6.478,1.3949,1.0051,0.838,0.4656,0.1216,0.1781,2016,250,-0.389,-0.028,-0.924,-0.014,-0.324,-0.209,9.625
France,31,6.442,1.4309,1.3878,0.8445,0.4702,0.1298,0.1725,2017,250,-0.374,0.342,-0.924,-0.004,-0.278,-0.234,8.895
Mexico,24,6.465,9.7978,0.8387,68.299,0.8587,-0.1753,0.8068,2020,484,3.29,-0.189,5.184,0.819,-1.975,2.583,-9.722
Mexico,23,6.595,1.07,1.323,0.861,0.433,0.074,0.073,2019,484,-0.532,0.279,-0.922,-0.083,-0.588,-0.676,10.798
Mexico,24,6.488,1.038,1.252,0.761,0.479,0.069,0.095,2018,484,-0.546,0.21,-0.931,0.015,-0.616,-0.578,10.565
Mexico,14,7.187,1.0205,0.9145,0.8144,0.4818,0.1407,0.2131,2015,484,-0.553,-0.116,-0.926,0.02,-0.217,-0.054,10.264
Mexico,21,6.778,1.1151,0.7146,0.7114,0.3771,0.1174,0.1836,2016,484,-0.512,-0.309,-0.936,-0.201,-0.347,-0.185,10.928
Mexico,25,6.578,1.1532,1.2109,0.71,0.4127,0.121,0.1328,2017,484,-0.495,0.171,-0.936,-0.126,-0.327,-0.41,10.116
Taiwan,25,6.4554,10.7757,0.8943,69.6,0.7715,-0.0732,0.7319,2020,158,3.718,-0.135,5.302,0.634,-1.407,2.25,-10.815
Taiwan,25,6.446,1.368,1.43,0.914,0.351,0.242,0.097,2019,158,-0.401,0.382,-0.917,-0.257,0.346,-0.569,8.806
Taiwan,26,6.441,1.365,1.436,0.857,0.418,0.151,0.078,2018,158,-0.402,0.388,-0.922,-0.115,-0.16,-0.654,9.549
Taiwan,38,6.298,1.291,1.0762,0.8753,0.3974,0.2538,0.0813,2015,158,-0.435,0.04,-0.921,-0.158,0.412,-0.639,9.133
Taiwan,34,6.379,1.3973,0.9262,0.7956,0.3238,0.255,0.0663,2016,158,-0.388,-0.105,-0.928,-0.314,0.418,-0.706,9.751
Taiwan,33,6.422,1.4336,1.3846,0.794,0.3615,0.2584,0.0638,2017,158,-0.372,0.339,-0.928,-0.234,0.437,-0.717,8.88
Uruguay,26,6.4401,9.9482,0.9228,69.0025,0.8924,-0.1011,0.636,2020,858,3.355,-0.108,5.248,0.89,-1.562,1.825,-9.64
Uruguay,33,6.293,1.124,1.465,0.891,0.523,0.127,0.15,2019,858,-0.508,0.416,-0.919,0.108,-0.294,-0.334,8.845
Uruguay,31,6.379,1.093,1.459,0.771,0.625,0.13,0.155,2018,858,-0.521,0.41,-0.93,0.324,-0.277,-0.312,8.556
Uruguay,32,6.485,1.0617,1.2089,0.8116,0.6036,0.2324,0.2456,2015,858,-0.535,0.169,-0.927,0.278,0.293,0.091,7.537
Uruguay,29,6.545,1.1816,1.0314,0.7218,0.5439,0.1806,0.2139,2016,858,-0.483,-0.003,-0.935,0.152,0.005,-0.05,8.735
Uruguay,28,6.454,1.2176,1.4122,0.7192,0.5794,0.1751,0.1781,2017,858,-0.467,0.365,-0.935,0.227,-0.026,-0.209,8.196
Saudi Arabia,27,6.4065,10.7978,0.8741,66.3051,0.8542,-0.1687,0.6826,2020,682,3.727,-0.155,5.004,0.809,-1.938,2.032,-9.392
Saudi Arabia,28,6.375,1.403,1.357,0.795,0.439,0.08,0.132,2019,682,-0.386,0.312,-0.928,-0.07,-0.555,-0.414,9.777
Saudi Arabia,33,6.371,1.379,1.331,0.633,0.509,0.098,0.127,2018,682,-0.396,0.287,-0.943,0.078,-0.455,-0.436,9.479
Saudi Arabia,35,6.411,1.3954,1.0839,0.7202,0.3105,0.1371,0.3252,2015,682,-0.389,0.048,-0.935,-0.342,-0.237,0.444,8.763
Saudi Arabia,34,6.379,1.4895,0.8483,0.5927,0.379,0.1546,0.3001,2016,682,-0.348,-0.18,-0.946,-0.197,-0.14,0.333,8.842
Saudi Arabia,37,6.344,1.5306,1.2867,0.5901,0.4498,0.1476,0.2734,2017,682,-0.33,0.244,-0.947,-0.047,-0.179,0.214,8.086
Spain,28,6.4009,10.4629,0.9211,74.4027,0.752,-0.051,0.7659,2020,724,3.581,-0.11,5.737,0.593,-1.284,2.401,-11.796
Spain,30,6.354,1.286,1.484,1.062,0.362,0.153,0.079,2019,724,-0.437,0.435,-0.904,-0.233,-0.149,-0.649,9.582
Spain,36,6.31,1.251,1.538,0.965,0.449,0.142,0.074,2018,724,-0.452,0.487,-0.913,-0.049,-0.21,-0.671,9.323
Spain,36,6.329,1.2301,1.3138,0.9556,0.4595,0.1823,0.064,2015,724,-0.461,0.27,-0.913,-0.027,0.014,-0.716,9.384
Spain,37,6.361,1.3425,1.1294,0.879,0.3754,0.1766,0.0614,2016,724,-0.412,0.092,-0.92,-0.205,-0.018,-0.727,10.011
Spain,34,6.403,1.3844,1.5321,0.889,0.4088,0.1901,0.0709,2017,724,-0.394,0.481,-0.92,-0.134,0.057,-0.685,9.061
Guatemala,29,6.3989,8.9248,0.8166,64.8089,0.9081,-0.0429,0.7832,2020,320,2.907,-0.211,4.868,0.923,-1.239,2.478,-9.811
Guatemala,27,6.436,0.8,1.269,0.746,0.535,0.175,0.078,2019,320,-0.65,0.227,-0.932,0.133,-0.027,-0.654,9.608
Guatemala,30,6.382,0.781,1.268,0.608,0.604,0.179,0.071,2018,320,-0.658,0.226,-0.945,0.279,-0.004,-0.685,9.36
Guatemala,43,6.123,0.7455,1.0436,0.6442,0.5773,0.2749,0.0947,2015,320,-0.674,0.009,-0.942,0.223,0.529,-0.579,8.513
Guatemala,39,6.324,0.8345,0.8712,0.5404,0.5038,0.2881,0.087,2016,320,-0.635,-0.158,-0.951,0.067,0.603,-0.614,9.137
Guatemala,29,6.454,0.872,1.2556,0.5402,0.5313,0.2835,0.0772,2017,320,-0.618,0.214,-0.951,0.125,0.577,-0.657,8.637
Italy,30,6.3874,10.4818,0.8899,73.6017,0.6647,-0.0435,0.8734,2020,380,3.589,-0.14,5.664,0.408,-1.242,2.879,-12.209
Italy,36,6.223,1.294,1.488,1.039,0.231,0.158,0.03,2019,380,-0.433,0.438,-0.906,-0.511,-0.121,-0.867,10.223
Italy,47,6.0,1.264,1.501,0.946,0.281,0.137,0.028,2018,380,-0.447,0.451,-0.914,-0.405,-0.238,-0.876,10.048
Italy,50,5.948,1.2511,1.1978,0.9545,0.2624,0.2282,0.029,2015,380,-0.452,0.158,-0.914,-0.444,0.269,-0.871,9.705
Italy,50,5.977,1.355,1.0417,0.851,0.1883,0.1668,0.0256,2016,380,-0.407,0.007,-0.923,-0.601,-0.072,-0.886,10.78
Italy,48,5.964,1.3951,1.4449,0.8531,0.2565,0.1728,0.028,2017,380,-0.389,0.397,-0.923,-0.457,-0.039,-0.876,9.776
Singapore,31,6.3771,11.3955,0.9103,76.8046,0.9266,0.0299,0.1098,2020,702,3.989,-0.12,5.954,0.963,-0.834,-0.512,-9.356
Singapore,34,6.262,1.572,1.463,1.141,0.556,0.271,0.453,2019,702,-0.312,0.414,-0.897,0.178,0.507,1.012,4.759
Singapore,34,6.343,1.529,1.451,1.008,0.631,0.261,0.457,2018,702,-0.331,0.403,-0.909,0.337,0.452,1.03,4.706
Singapore,24,6.798,1.5219,1.02,1.0252,0.5425,0.311,0.4921,2015,702,-0.334,-0.014,-0.907,0.149,0.73,1.185,5.45
Singapore,22,6.739,1.6456,0.8676,0.9472,0.4877,0.3271,0.4699,2016,702,-0.28,-0.161,-0.914,0.033,0.82,1.087,5.764
